,success,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,response,trial_id,trial_duration,view_history,exp_stage,block_num,stimulus_duration,response_ends_trial,SS_stimulus,SS_trial_type,SS_duration,SSD,choices,correct_choice,stim,correct_response,currentTrial,condition,stop_acc,correct_trial,ITIParams,go_acc,current_question,current_key_answer,exp_id,attention_check_percent
502,,poldracklab-stop-signal,502,425159,0.0-3.2-60.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,20.0,go,,1,,0.0,,,,
503,,html-keyboard-response,503,425638,0.0-3.2-61.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,476.2635883774464,,test,2.0,476.2635883774464,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
504,,html-keyboard-response,504,426144,0.0-3.2-62.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
505,,poldracklab-stop-signal,505,427649,0.0-3.2-63.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,21.0,go,,1,,0.0,,,,
506,,html-keyboard-response,506,428469,0.0-3.2-64.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,815.0502837148975,,test,2.0,815.0502837148975,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
507,,html-keyboard-response,507,428976,0.0-3.2-65.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
508,,poldracklab-stop-signal,508,430478,0.0-3.2-66.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,22.0,go,,1,,0.0,,,,
509,,html-keyboard-response,509,431065,0.0-3.2-67.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,581.9346645225851,,test,2.0,581.9346645225851,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
510,,html-keyboard-response,510,431569,0.0-3.2-68.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
511,,poldracklab-stop-signal,511,433075,0.0-3.2-69.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",23.0,go,,1,,0.0,,,,
512,,html-keyboard-response,512,434020,0.0-3.2-70.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,939.2323301587447,,test,2.0,939.2323301587447,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
513,,html-keyboard-response,513,434526,0.0-3.2-71.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
514,,poldracklab-stop-signal,514,436033,0.0-3.2-72.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,24.0,stop,,1,,,,,,
515,,html-keyboard-response,515,436046,0.0-3.2-73.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,11.63293725661025,,test,2.0,11.63293725661025,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
516,,html-keyboard-response,516,436552,0.0-3.2-74.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
517,,poldracklab-stop-signal,517,438057,0.0-3.2-75.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,25.0,go,,1,,0.0,,,,
518,,html-keyboard-response,518,438075,0.0-3.2-76.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,15.763603242429383,,test,2.0,15.763603242429383,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
519,,html-keyboard-response,519,438580,0.0-3.2-77.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
520,,poldracklab-stop-signal,520,440084,0.0-3.2-78.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,26.0,stop,,1,,,,,,
521,,html-keyboard-response,521,440564,0.0-3.2-79.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,474.97726224257156,,test,2.0,474.97726224257156,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
522,,html-keyboard-response,522,441068,0.0-3.2-80.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
523,,poldracklab-stop-signal,523,442575,0.0-3.2-81.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,27.0,stop,,1,,,,,,
524,,html-keyboard-response,524,442611,0.0-3.2-82.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,30.458564245563743,,test,2.0,30.458564245563743,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
525,,html-keyboard-response,525,443117,0.0-3.2-83.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
526,,poldracklab-stop-signal,526,444623,0.0-3.2-84.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,circle,,28.0,stop,,1,,,,,,
527,,html-keyboard-response,527,445279,0.0-3.2-85.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,649.0271628400769,,test,2.0,649.0271628400769,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
528,,html-keyboard-response,528,445781,0.0-3.2-86.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
529,,poldracklab-stop-signal,529,447287,0.0-3.2-87.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,29.0,go,,1,,0.0,,,,
530,,html-keyboard-response,530,447602,0.0-3.2-88.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,309.5783344566572,,test,2.0,309.5783344566572,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
531,,html-keyboard-response,531,448109,0.0-3.2-89.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
532,,poldracklab-stop-signal,532,449616,0.0-3.2-90.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,30.0,go,,1,,0.0,,,,
533,,html-keyboard-response,533,449957,0.0-3.2-91.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,336.46916803828225,,test,2.0,336.46916803828225,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
534,,html-keyboard-response,534,450463,0.0-3.2-92.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
535,,poldracklab-stop-signal,535,451970,0.0-3.2-93.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,31.0,go,,1,,0.0,,,,
536,,html-keyboard-response,536,452116,0.0-3.2-94.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,143.11035703069606,,test,2.0,143.11035703069606,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
537,,html-keyboard-response,537,452620,0.0-3.2-95.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
538,,poldracklab-stop-signal,538,454127,0.0-3.2-96.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,32.0,go,,1,,0.0,,,,
539,,html-keyboard-response,539,454211,0.0-3.2-97.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,78.15436547178697,,test,2.0,78.15436547178697,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
540,,html-keyboard-response,540,454716,0.0-3.2-98.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
541,,poldracklab-stop-signal,541,456218,0.0-3.2-99.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,33.0,go,,1,,0.0,,,,
542,,html-keyboard-response,542,456315,0.0-3.2-100.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,91.0631413530974,,test,2.0,91.0631413530974,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
543,,html-keyboard-response,543,456817,0.0-3.2-101.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
544,,poldracklab-stop-signal,544,458324,0.0-3.2-102.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",34.0,go,,1,,0.0,,,,
545,,html-keyboard-response,545,458377,0.0-3.2-103.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,47.814134856583586,,test,2.0,47.814134856583586,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
546,,html-keyboard-response,546,458879,0.0-3.2-104.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
547,,poldracklab-stop-signal,547,460380,0.0-3.2-105.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,35.0,go,,1,,0.0,,,,
548,,html-keyboard-response,548,460886,0.0-3.2-106.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,499.45364108215415,,test,2.0,499.45364108215415,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
549,,html-keyboard-response,549,461388,0.0-3.2-107.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
550,,poldracklab-stop-signal,550,462895,0.0-3.2-108.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,36.0,go,,1,,0.0,,,,
551,,html-keyboard-response,551,463094,0.0-3.2-109.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,195.66313158585533,,test,2.0,195.66313158585533,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
552,,html-keyboard-response,552,463601,0.0-3.2-110.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
553,,poldracklab-stop-signal,553,465105,0.0-3.2-111.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/circle.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,circle,",",37.0,go,,1,,0.0,,,,
554,,html-keyboard-response,554,465501,0.0-3.2-112.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,390.726957902298,,test,2.0,390.726957902298,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
555,,html-keyboard-response,555,466007,0.0-3.2-113.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
556,,poldracklab-stop-signal,556,467511,0.0-3.2-114.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,stop,500.0,1000.0,"[',', '.']",,square,,38.0,stop,,1,,,,,,
557,,html-keyboard-response,557,467658,0.0-3.2-115.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,141.30442179420103,,test,2.0,141.30442179420103,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
558,,html-keyboard-response,558,468165,0.0-3.2-116.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
559,,poldracklab-stop-signal,559,469672,0.0-3.2-117.2,,<div class = centerbox><div class = cue-text><img class = center src='/static/experiments/stop_signal_rdoc/images/square.png'></img></div></div>,,test_trial,1500.0,,test,2.0,1000.0,False,<img class = center src='/static/experiments/stop_signal_rdoc/images/stopSignal.png'></img>,go,500.0,1000.0,"[',', '.']",,square,.,39.0,go,,1,,0.0,,,,
560,,html-keyboard-response,560,469792,0.0-3.2-118.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_ITI,116.61335306470552,,test,2.0,116.61335306470552,,,,,,,,,,,,,,"{'min': 0, 'max': 5, 'mean': 0.5}",,,,,
561,,html-keyboard-response,561,470294,0.0-3.2-119.2,,<div class = centerbox><div class = fixation>+</div></div>,,test_fixation,500.0,,test,2.0,500.0,,,,,,,,,,,,,,,,,,,
